,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
1880,801108,Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna_PhulwariSharif_L (Bihar),Patna,Bihar,TRUE
1881,518573,Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella_Sirivelmitta1_DPP (Andhra Pradesh),Sirvella,Andhra Pradesh,TRUE
1882,571320,Hanur_Maruthinagar1_D (Karnataka),Hanur_Maruthinagar1_D (Karnataka),Hanur_Maruthinagar1_D (Karnataka),Hanur,Karnataka,TRUE
1883,768216,Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar_Jagannath_DPP (Orissa),Brajrajnagar,Orissa,TRUE
1884,788011,Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar_Ambikapur_H (Assam),Silchar,Assam,FALSE
1885,110003,Delhi_SanjayColony_L (Delhi),Faridabad_MathuraRoad_GW (Haryana),Delhi_SanjayColony_L (Delhi),Delhi,Delhi,FALSE
1886,673616,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,TRUE
1887,795008,Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal_Takyel_I (Manipur),Imphal,Manipur,FALSE
1888,743330,Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur,West Bengal,TRUE
1889,788099,Sonabarighat_Sonai_D (Assam),Sonabarighat_Sonai_D (Assam),Sonabarighat_Sonai_D (Assam),Sonabarighat,Assam,TRUE
1890,495556,Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur_Shivrinarayan_DPP (Chhattisgarh),Jaijaipur,Chhattisgarh,TRUE
1891,713384,Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur,West Bengal,TRUE
1892,521110,HanumanJn_Appanaveedu_D (Andhra Pradesh),HanumanJn_Appanaveedu_D (Andhra Pradesh),HanumanJn_Appanaveedu_D (Andhra Pradesh),Pedapadu,Andhra Pradesh,TRUE
1893,805123,Nawada_Gondapur_D (Bihar),Nawada_Gondapur_D (Bihar),Nawada_Gondapur_D (Bihar),Nawada,Bihar,FALSE
1894,785014,Jorhat_Podumoni_I (Assam),Jorhat_Podumoni_I (Assam),Jorhat_Podumoni_I (Assam),Jorhat,Assam,FALSE
1895,522616,Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet_ChrlesChrch_DPP (Andhra Pradesh),Chilakaluripet,Andhra Pradesh,TRUE
1896,473105,Guna_Shahpur_H (Madhya Pradesh),Guna_Shahpur_H (Madhya Pradesh),Guna_Shahpur_H (Madhya Pradesh),Guna,Madhya Pradesh,FALSE
1897,700011,Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata_Kadapara_L (West Bengal),Kolkata,West Bengal,FALSE
1898,174034,BilaspurHP_Khurari_I (Himachal Pradesh),BilaspurHP_Khurari_I (Himachal Pradesh),BilaspurHP_Khurari_I (Himachal Pradesh),Bilaspur-HP,Himachal Pradesh,FALSE
1899,637204,Velur_CollegeRd_D (Tamil Nadu),Velur_CollegeRd_D (Tamil Nadu),Velur_CollegeRd_D (Tamil Nadu),Velur,Tamil Nadu,TRUE
1900,770022,Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra_Govindpur_D (Orissa),Bamra,Orissa,FALSE
1901,581338,Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar,Karnataka,TRUE
1902,754022,Cuttack_Bilteruan1_L (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Cuttack_Bilteruan1_L (Orissa),Cuttack,Orissa,TRUE
1903,583285,Koppal_Bhagyanagar1_D (Karnataka),Koppal_Bhagyanagar1_D (Karnataka),Koppal_Bhagyanagar1_D (Karnataka),Koppal,Karnataka,FALSE
1904,670691,Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba,Kerala,TRUE
1905,424307,Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule_MohadiUpnagar_I (Maharashtra),Dhule,Maharashtra,FALSE
1906,764038,Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput,Orissa,FALSE
1907,387340,Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj_KuberNagarSoc_D (Gujarat),Kapadvanj,Gujarat,TRUE
1908,574105,Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal_IndstrlArea_P (Karnataka),Manipal,Karnataka,TRUE
1909,341027,Nagaur_Kuchera2_D (Rajasthan),Nagaur_Kuchera2_D (Rajasthan),Nagaur_Kuchera2_D (Rajasthan),Nagaur,Rajasthan,TRUE
1910,215126,Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad_RameshNagar_D (Uttar Pradesh),Shikohabad,Uttar Pradesh,FALSE
1911,751009,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
1912,394307,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,TRUE
1913,222129,Cholapur_Kerakat_D (Uttar Pradesh),Cholapur_Kerakat_D (Uttar Pradesh),Cholapur_Kerakat_D (Uttar Pradesh),Cholapur,Uttar Pradesh,TRUE
1914,577175,Kadur_UBRoad_D (Karnataka),Kadur_UBRoad_D (Karnataka),Kadur_UBRoad_D (Karnataka),Kadur,Karnataka,TRUE
1915,303511,Lalsot_Ward34_D (Rajasthan),Lalsot_Ward34_D (Rajasthan),Lalsot_Ward34_D (Rajasthan),Lalsot,Rajasthan,FALSE
1916,841238,Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj_Sihauta_D (Bihar),Maharajganj-BH,Bihar,FALSE
1917,636014,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,FALSE
1918,202280,Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh,Uttar Pradesh,TRUE
1919,533106,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,FALSE
1920,847107,Dholi_Sharfuddinpur_D (Bihar),Dholi_Sharfuddinpur_D (Bihar),Dholi_Sharfuddinpur_D (Bihar),Dholi,Bihar,FALSE
1921,610109,Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur_Pulivalam_D (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
1922,190018,Srinagar_Badgam_P (Jammu & Kashmir),Srinagar_Badgam_P (Jammu & Kashmir),Srinagar_Badgam_P (Jammu & Kashmir),Srinagar,Jammu & Kashmir,FALSE
1923,388235,Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor,Gujarat,TRUE
1924,227405,Amethi_HardevNagar_D (Uttar Pradesh),Amethi_HardevNagar_D (Uttar Pradesh),Amethi_HardevNagar_D (Uttar Pradesh),Amethi,Uttar Pradesh,TRUE
1925,148028,Sunam_Indrabasti_D (Punjab),Sunam_Indrabasti_D (Punjab),Sunam_Indrabasti_D (Punjab),Sunam,Punjab,TRUE
1926,624201,Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti_MettuPerumal_D (Tamil Nadu),Vadipatti,Tamil Nadu,FALSE
1927,628301,Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin_Polpettai_D (Tamil Nadu),Tuticorin,Tamil Nadu,TRUE
1928,683543,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,TRUE
1929,494661,Narayanpur_Bakhrupara_D (Chhattisgarh),Narayanpur_Bakhrupara_D (Chhattisgarh),Narayanpur_Bakhrupara_D (Chhattisgarh),Narayanpur-CH,Chhattisgarh,FALSE
1930,583203,Hospet_PrakashNagar_D (Karnataka),Hospet_PrakashNagar_D (Karnataka),Hospet_PrakashNagar_D (Karnataka),Hospet,Karnataka,FALSE
1931,211010,Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad_Rasulabad_H (Uttar Pradesh),Allahabad,Uttar Pradesh,FALSE
1932,614624,Peravurani_Nattanikkottai_D (Tamil Nadu),Peravurani_Nattanikkottai_D (Tamil Nadu),Peravurani_Nattanikkottai_D (Tamil Nadu),Peravurani,Tamil Nadu,TRUE
1933,606208,Sankarapuram_Vdasiruvlr_D (Tamil Nadu),Sankarapuram_Vdasiruvlr_D (Tamil Nadu),Sankarapuram_Vdasiruvlr_D (Tamil Nadu),Sankarapuram,Tamil Nadu,TRUE
1934,571250,Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet_TeluguSt_D (Karnataka),Virajpet,Karnataka,TRUE
1935,847451,Phulparas_Mahadeomath_D (Bihar),Phulparas_Mahadeomath_D (Bihar),Phulparas_Mahadeomath_D (Bihar),Phulparas,Bihar,FALSE
1936,414305,Alephata_Ale_D (Maharashtra),Alephata_Ale_D (Maharashtra),Alephata_Ale_D (Maharashtra),Alephata,Maharashtra,TRUE
1937,621216,Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi_Navalur_H (Tamil Nadu),Tiruchi,Tamil Nadu,FALSE
1938,110052,Delhi_Libaspur_L (Delhi),Delhi_Libaspur_L (Delhi),Delhi_Libaspur_L (Delhi),Delhi,Delhi,FALSE
1939,829112,Phusro_Gumia_D (Jharkhand),Phusro_Gumia_D (Jharkhand),Phusro_Gumia_D (Jharkhand),Phusro,Jharkhand,TRUE
1940,606806,Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvanamalai_VelNagar_D (Tamil Nadu),Tiruvannamalai,Tamil Nadu,TRUE
1941,520007,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,FALSE
1942,480559,Parasia_Bijori_D (Madhya Pradesh),Parasia_Bijori_D (Madhya Pradesh),Parasia_Bijori_D (Madhya Pradesh),Parasia,Madhya Pradesh,FALSE
1943,641035,Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore_Pudhupalayam_GW (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
1944,678701,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
1945,781121,Guwahati_KaliPahar_GW (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati,Assam,TRUE
1946,396001,Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad_LimbaChwk_D (Gujarat),Valsad,Gujarat,FALSE
1947,713381,Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur_Pandaveswar_D (West Bengal),Dubrajpur,West Bengal,TRUE
1948,761146,Hinjilicut_RegidiSt_D (Orissa),Hinjilicut_RegidiSt_D (Orissa),Hinjilicut_RegidiSt_D (Orissa),Hinjilicut,Orissa,TRUE
1949,148106,Sangrur_GobindPuraClny_D (Punjab),Sangrur_GobindPuraClny_D (Punjab),Sangrur_GobindPuraClny_D (Punjab),Sangrur,Punjab,TRUE
1950,271882,Nanpara_JubliganjRd_D (Uttar Pradesh),Nanpara_JubliganjRd_D (Uttar Pradesh),Nanpara_JubliganjRd_D (Uttar Pradesh),Nanpara,Uttar Pradesh,TRUE
1951,824113,Daudnagar_Tarar_D (Bihar),Daudnagar_Tarar_D (Bihar),Daudnagar_Tarar_D (Bihar),Daudnagar,Bihar,TRUE
1952,306302,Bilara_Central_DPP_2 (Rajasthan),Bilara_Central_DPP_2 (Rajasthan),Bilara_Central_DPP_2 (Rajasthan),Bilara,Rajasthan,TRUE
1953,581129,Dandeli_MarutiNgr_DPP (Karnataka),Dandeli_MarutiNgr_DPP (Karnataka),Dandeli_MarutiNgr_DPP (Karnataka),Dandeli,Karnataka,TRUE
1954,712206,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
1955,416205,Kale_Harinaryan_D (Maharashtra),Kale_Harinaryan_D (Maharashtra),Kale_Harinaryan_D (Maharashtra),Kale,Maharashtra,TRUE
1956,688552,Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha_Bernard_D (Kerala),Alappuzha,Kerala,FALSE
1957,243720,Chandausi_Gumtal_D (Uttar Pradesh),Chandausi_Gumtal_D (Uttar Pradesh),Chandausi_Gumtal_D (Uttar Pradesh),Chandausi,Uttar Pradesh,TRUE
1958,689623,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,TRUE
1959,802156,Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah_Pakariabar_D (Bihar),Arrah,Bihar,FALSE
1960,402117,Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon_Kalamje_D (Maharashtra),Mangaon,Maharashtra,TRUE
1961,414606,Newasa_Khurd_D (Maharashtra),Newasa_Khurd_D (Maharashtra),Newasa_Khurd_D (Maharashtra),Newasa,Maharashtra,TRUE
1962,272125,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,TRUE
1963,680585,Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur_Valavu_D (Kerala),Shoranur,Kerala,TRUE
1964,396140,Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi_Nahuli_H (Gujarat),Vapi,Gujarat,TRUE
1965,402301,Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad_NadgaonTrfBirwadi_D (Maharashtra),Mahad,Maharashtra,TRUE
1966,711406,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
1967,522265,Repalle_Ward4_D (Andhra Pradesh),Repalle_Ward4_D (Andhra Pradesh),Repalle_Ward4_D (Andhra Pradesh),Repalle,Andhra Pradesh,TRUE
1968,638812,Tirupur_Palayam_P (Tamil Nadu),Tirupur_Palayam_P (Tamil Nadu),Tirupur_Palayam_P (Tamil Nadu),Tirupur,Tamil Nadu,FALSE
1969,711401,Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan_Abhirampur_L (West Bengal),Bagnan,West Bengal,TRUE
1970,673638,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,TRUE
1971,522102,Chirala_PeralaRd_D (Andhra Pradesh),Chirala_PeralaRd_D (Andhra Pradesh),Chirala_PeralaRd_D (Andhra Pradesh),Chirala,Andhra Pradesh,FALSE
1972,712512,Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh_Natagarh_D (West Bengal),Balagarh,West Bengal,TRUE
1973,443403,Nandura_Qureshinagar_DPP (Maharashtra),Nandura_Qureshinagar_DPP (Maharashtra),Nandura_Qureshinagar_DPP (Maharashtra),Nandura,Maharashtra,FALSE
1974,271870,Bahraich_Susrauli_H (Uttar Pradesh),Bahraich_Susrauli_H (Uttar Pradesh),Bahraich_Susrauli_H (Uttar Pradesh),Bahraich,Uttar Pradesh,TRUE
1975,301027,Viratnagar_Shyamcolony_D (Rajasthan),Viratnagar_Shyamcolony_D (Rajasthan),Viratnagar_Shyamcolony_D (Rajasthan),Viratnagar,Rajasthan,TRUE
1976,244251,Amroha_AtrasiRd_D (Uttar Pradesh),Amroha_AtrasiRd_D (Uttar Pradesh),Amroha_AtrasiRd_D (Uttar Pradesh),Amroha,Uttar Pradesh,TRUE
1977,628205,Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur_PakyaNagar_D (Tamil Nadu),Tiruchendur,Tamil Nadu,TRUE
1978,416006,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,FALSE
1979,136119,Kurukshetra_Sector7_D (Haryana),Kurukshetra_Sector7_D (Haryana),Kurukshetra_Sector7_D (Haryana),Kurukshetra,Haryana,TRUE
1980,713155,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,TRUE
1981,686537,Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla_Chennithala_D (Kerala),Tiruvalla,Kerala,FALSE
1982,364710,Botad_Paliyadrd1_D (Gujarat),Botad_Paliyadrd1_D (Gujarat),Botad_Paliyadrd1_D (Gujarat),Botad,Gujarat,TRUE
1983,411026,Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune_GandharvNagari_L (Maharashtra),Pune,Maharashtra,FALSE
1984,262802,Gola_BkgnRoad_D (Uttar Pradesh),Gola_BkgnRoad_D (Uttar Pradesh),Gola_BkgnRoad_D (Uttar Pradesh),Gola,Uttar Pradesh,TRUE
1985,400610,Mumbai_WagleMIDC_L (Maharashtra),Bhiwandi_Lonad_GW (Maharashtra),Mumbai_WagleMIDC_L (Maharashtra),Thane,Maharashtra,FALSE
1986,276204,Kerakat_Lalganj_D (Uttar Pradesh),Kerakat_Lalganj_D (Uttar Pradesh),Kerakat_Lalganj_D (Uttar Pradesh),Kerakat,Uttar Pradesh,TRUE
1987,391442,Vadodara_Dashrath_H (Gujarat),Vadodara_Temp_H (Gujarat),Vadodara_Dashrath_H (Gujarat),Vadodara,Gujarat,FALSE
1988,475115,Dabra_Pichhoreroad_D (Madhya Pradesh),Dabra_Pichhoreroad_D (Madhya Pradesh),Dabra_Pichhoreroad_D (Madhya Pradesh),Dabra,Madhya Pradesh,TRUE
1989,412115,Pune_Muktainagar_L (Maharashtra),Pune_Muktainagar_L (Maharashtra),Pune_Muktainagar_L (Maharashtra),Pune,Maharashtra,FALSE
1990,700133,Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata_Dopere_L (West Bengal),Kolkata,West Bengal,FALSE
1991,621719,Virudhachalam_SalemRd_D (Tamil Nadu),Virudhachalam_SalemRd_D (Tamil Nadu),Virudhachalam_SalemRd_D (Tamil Nadu),Virudhachalam,Tamil Nadu,TRUE
1992,457340,Jaora_AdityaNagar_D (Madhya Pradesh),Jaora_AdityaNagar_D (Madhya Pradesh),Jaora_AdityaNagar_D (Madhya Pradesh),Jaora,Madhya Pradesh,TRUE
1993,638116,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,TRUE
1994,533288,Rampachodavaram_Horeb_DPP (Andhra Pradesh),Rampachodavaram_Horeb_DPP (Andhra Pradesh),Rampachodavaram_Horeb_DPP (Andhra Pradesh),Rampachodavaram,Andhra Pradesh,TRUE
1995,785638,Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok_Wardno3_D (Assam),Teok,Assam,TRUE
1996,831016,Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur_Asanbani_H (Jharkhand),Jamshedpur,Jharkhand,FALSE
1997,181207,Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor_ChakBhagwan_DPP (Jammu & Kashmir),Akhnoor,Jammu & Kashmir,TRUE
1998,758014,Kendujhar_Jamunalia_I (Orissa),Kendujhar_Jamunalia_I (Orissa),Kendujhar_Jamunalia_I (Orissa),Kendujhar,Orissa,TRUE
1999,841427,Gopalganj_HarsanHosp_D (Bihar),Gopalganj_HarsanHosp_D (Bihar),Gopalganj_HarsanHosp_D (Bihar),Gopalganj,Bihar,TRUE
2000,458118,Manasa_WardNo12_DPP (Madhya Pradesh),Manasa_WardNo12_DPP (Madhya Pradesh),Manasa_WardNo12_DPP (Madhya Pradesh),Manasa,Madhya Pradesh,TRUE
2001,416235,Kolhapur_Vandur_D (Maharashtra),Kolhapur_Vandur_D (Maharashtra),Kolhapur_Vandur_D (Maharashtra),Kolhapur,Maharashtra,FALSE
2002,276122,Jiyanpur_GorkhpurRd_D (Uttar Pradesh),Jiyanpur_GorkhpurRd_D (Uttar Pradesh),Jiyanpur_GorkhpurRd_D (Uttar Pradesh),Jiyanpur,Uttar Pradesh,TRUE
2003,505303,Sircilla_Yellareddypet_D (Telangana),Sircilla_Yellareddypet_D (Telangana),Sircilla_Yellareddypet_D (Telangana),Sircilla,Telangana,TRUE
2004,272171,Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti_Bargadwa_D (Uttar Pradesh),Basti,Uttar Pradesh,FALSE
2005,530030,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
2006,516312,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,TRUE
2007,752121,Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara_MahabirClny_D (Orissa),Nimapara,Orissa,TRUE
2008,670309,Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur_Payyanur_D (Kerala),Kannur,Kerala,TRUE
2009,141205,Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot,Punjab,TRUE
2010,742404,Dakshinkhanda_BusStand_DPP (West Bengal),Dakshinkhanda_BusStand_DPP (West Bengal),Dakshinkhanda_BusStand_DPP (West Bengal),Katwa,West Bengal,TRUE
2011,570032,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
2012,680308,Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin_Kalamassery_H (Kerala),Cochin,Kerala,FALSE
2013,679335,Cherpulassery_PryaPlda_D (Kerala),Cherpulassery_PryaPlda_D (Kerala),Cherpulassery_PryaPlda_D (Kerala),Cherpulassery,Kerala,TRUE
2014,761018,Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur_Mandiapalli_I (Orissa),Behrampur,Orissa,TRUE
2015,222104,Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj,Uttar Pradesh,TRUE
2016,632209,Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam_KTPRoad_D (Tamil Nadu),Gudiyattam,Tamil Nadu,TRUE
2017,209735,Chhibramau_TajpurRd_D (Uttar Pradesh),Chhibramau_TajpurRd_D (Uttar Pradesh),Chhibramau_TajpurRd_D (Uttar Pradesh),Chhibramau,Uttar Pradesh,TRUE
2018,629204,Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay_EranielRoad_D (Tamil Nadu),Thuckalay,Tamil Nadu,TRUE
2019,171304,Karsog_Galshandi_D (Himachal Pradesh),Karsog_Galshandi_D (Himachal Pradesh),Karsog_Galshandi_D (Himachal Pradesh),Karsog,Himachal Pradesh,TRUE
2020,751006,Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneswar_Bampakhuda_GW (Orissa),Bhubaneshwar,Orissa,FALSE
2021,415505,Vaduj_Satewdi_D (Maharashtra),Vaduj_Satewdi_D (Maharashtra),Vaduj_Satewdi_D (Maharashtra),Vaduj,Maharashtra,TRUE
2022,638458,Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode_BharathiNagar_L (Tamil Nadu),Erode,Tamil Nadu,TRUE
2023,518467,Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool_Dinnedevrpdu_I (Andhra Pradesh),Kurnool,Andhra Pradesh,TRUE
2024,476111,Morena_Ambah_D (Madhya Pradesh),Morena_Ambah_D (Madhya Pradesh),Morena_Ambah_D (Madhya Pradesh),Morena,Madhya Pradesh,TRUE
2025,854205,Bhawanipur_Thanachowk_D (Bihar),Bhawanipur_Thanachowk_D (Bihar),Bhawanipur_Thanachowk_D (Bihar),Bhawanipur Rajdham,Bihar,TRUE
2026,713151,Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman_Ulhas_I (West Bengal),Bardhaman,West Bengal,TRUE
2027,222148,Cholapur_Kerakat_D (Uttar Pradesh),Cholapur_Kerakat_D (Uttar Pradesh),Cholapur_Kerakat_D (Uttar Pradesh),Cholapur,Uttar Pradesh,TRUE
2028,574241,Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur_Darbe_D (Karnataka),Puttur,Karnataka,TRUE
2029,574222,Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal,Karnataka,TRUE
2030,341025,Khimsar_Lalawas1_D (Rajasthan),Khimsar_Lalawas1_D (Rajasthan),Khimsar_Lalawas1_D (Rajasthan),Khimsar,Rajasthan,TRUE
2031,331402,Sardarshahr_RICOIndArea_P (Rajasthan),Sardarshahr_RICOIndArea_P (Rajasthan),Sardarshahr_RICOIndArea_P (Rajasthan),Sardarshahr,Rajasthan,TRUE
